review_id,review_snippet,score,pred_sentiment,action,summary,ner_locations,Discount_Code,true_sentiment,Rec_1_City,Rec_1_Country,Rec_1_Reason,Rec_1_Activities,Rec_2_City,Rec_2_Country,Rec_2_Reason,Rec_2_Activities,Rec_3_City,Rec_3_Country,Rec_3_Reason,Rec_3_Activities
1e602a7c-f75f-47a7-8489-a8796030b058,beautiful hotel n't know happened poor couple stay...,5,positive,RECOMMENDATION,"The hotel offers a beautiful experience with helpful staff, great location, and enjoyable amenities, despite some minor issues with toiletries.",,,positive,Doha,Qatar,RAG_Activity_Match,"Souq Waqif visit, Museum of Islamic Art",Brussels,Belgium,RAG_Activity_Match,"Chocolate tasting, Beer tour",Hamburg,Germany,RAG_Activity_Match,"Harbor boat ride, Museum visit"
ebc31da3-6c4a-4646-af7b-609b0393bd23,"try avoid hotel websites internet rate star, reali...",1,negative,DISCOUNT,"The review expresses dissatisfaction with poor service, unresponsive staff, and inconvenient location.",,SORRY_2026,negative,,,,,,,,,,,,
08bae901-5a30-484f-8582-64e7382a80f6,immaculate great location efficient staff stayed w...,4,positive,RECOMMENDATION,"The hotel offers a great location, efficient staff, and good amenities, making it a reliable choice for budget travelers.","marriott, west kuhio, oahu, mountainview, windward island",,positive,Haifa,Israel,RAG_Activity_Match,"Bahá’í Gardens tour, Coastal walk",Muscat,Oman,RAG_Activity_Match,"Sultan Qaboos Grand Mosque visit, Beach day",Mykonos,Greece,RAG_Activity_Match,"Beach party, Boutique shopping"
c606013c-890d-4ecf-8319-195b8a649f42,"wow marriott follower, wife visited dallas friend ...",5,positive,RECOMMENDATION,"The reviewer had a great experience at the Marriott Market Center in Dallas, praising the modern decor, comfortable suite, and excellent service.","dallas, marriott",,positive,Dubai,United Arab Emirates,RAG_Activity_Match,"Desert safari, Shopping spree",Amman,Jordan,RAG_Activity_Match,"Citadel visit, Local market tour",Abu Dhabi,United Arab Emirates,RAG_Activity_Match,"Sheikh Zayed Mosque tour, Desert safari"
c83dc4ba-0600-4413-b2d2-b1b2860106f7,hole dont hotel raised ground not seen arrived mid...,1,negative,DISCOUNT,"The hotel experience was marred by rude staff, poor maintenance, and unsatisfactory food options, leading to an overall disappointing stay.",,SORRY_2026,negative,,,,,,,,,,,,
919d856f-6bad-45e2-b39c-69c574951d46,"comfy beds cool hotel, stayed 1 star room, room re...",4,positive,RECOMMENDATION,"The hotel features comfortable beds, unique architecture, friendly staff, and convenient location, making it a highly recommended stay despite the small room size.",,,positive,Rotterdam,Netherlands,RAG_Activity_Match,"Architecture tour, Harbor cruise",Milan,Italy,RAG_Activity_Match,"Fashion district walk, Duomo rooftop tour",Amsterdam,Netherlands,RAG_Activity_Match,"Canal cruise, Museum visit"
998e9877-3f34-4387-a9a8-16dd944531f8,"no service smile just got disappointment, food sel...",1,negative,DISCOUNT,"The review expresses disappointment with the service, food quality, and overall condition of the hotel.",,SORRY_2026,negative,,,,,,,,,,,,
4cd68b20-382f-41f4-883b-957a9af432ce,great hotel bad location booked shangri la based r...,3,neutral,DISCOUNT,"The hotel is beautiful with great amenities, but the location and extra charges for breakfast were disappointing.",singapore,SORRY_2026,neutral,,,,,,,,,,,,
e9b4dfc4-60fd-49a2-9829-b9b238e5dfec,placed having spent previous week hostel taste san...,4,positive,RECOMMENDATION,"The hotel offers spacious rooms and a central location, but has issues with staff levels and food quality.","sydney, china",,positive,Frankfurt,Germany,RAG_Activity_Match,"Skyline tour, Museum Embankment visit",Budapest,Hungary,RAG_Activity_Match,"Thermal bath visit, Nightlife tour",Vienna,Austria,RAG_Activity_Match,"Classical concert, Museum visit"
6d1385c6-a1a7-4390-9d97-73d7fb4a03d9,avoid radisson waikiki prince kuhio renovations 3 ...,1,negative,DISCOUNT,"The review highlights significant issues with the hotel's service, cleanliness, and noise levels, leading to a negative experience.",kuhio,SORRY_2026,negative,,,,,,,,,,,,
ea8b8576-1054-4ac9-bcfb-7d10ffc7d0b1,not described probably time bare want honest baham...,1,negative,DISCOUNT,"The review expresses significant dissatisfaction with the resort's services, food quality, and overall experience, highlighting multiple issues throughout the stay.","bronx, mexico, mexico aruba, atv",SORRY_2026,negative,,,,,,,,,,,,
254e5e82-249f-48c6-8f57-fa37eddcecf2,"issues n't say 4 star service great pool bar,  ...",3,neutral,DISCOUNT,The review mentions issues with service but highlights a great pool bar.,,SORRY_2026,neutral,,,,,,,,,,,,
0d824dc4-c809-4b09-9973-e42ce377ec23,not impressed stayed expo christmas arrived christ...,3,negative,DISCOUNT,"The review expresses disappointment with the basic room, limited breakfast options, and noise issues, despite some helpful staff.",,SORRY_2026,neutral,,,,,,,,,,,,
b373796e-c4ae-4b17-a0ef-8330c48d5c38,closet sized rooms good location stayed sept 2003....,2,negative,DISCOUNT,"The hotel has small rooms with poor views and noise issues, despite a good location.",,SORRY_2026,negative,,,,,,,,,,,,
865ea210-06d4-4401-a4b6-839e22e1c7a6,"good staff location nice staff great location, roo...",4,positive,RECOMMENDATION,"The hotel has a great location, friendly staff, and satisfactory amenities, making it a decent place to stay.",tokyo,,positive,Frankfurt,Germany,RAG_Activity_Match,"Skyline tour, Museum Embankment visit",Milan,Italy,RAG_Activity_Match,"Fashion district walk, Duomo rooftop tour",Zurich,Switzerland,RAG_Activity_Match,"Lake cruise, Museum visit"
428161e3-7116-4f83-9b74-326b344a705a,dirty unaccommodating hotel misleading website lob...,1,negative,DISCOUNT,"The hotel experience was extremely disappointing due to cleanliness issues, misleading information, and poor customer service.","kapiolani, waikiki beach, honolulu",SORRY_2026,negative,,,,,,,,,,,,
722b24fd-d7bc-4790-80b9-4c058e234c01,price range booked n't like idea near amsterdam ai...,2,negative,DISCOUNT,"The review expresses dissatisfaction with the hotel's location, transportation options, and room conditions.",amsterdam,SORRY_2026,negative,,,,,,,,,,,,
548b7a22-6daf-4471-9fa4-a7f04ba23087,"tulip, asked pay advance 3 days told normal amster...",1,negative,DISCOUNT,"The review expresses dissatisfaction with the hotel's policies and room offerings, leading to a negative impression of the trip.",amsterdam,SORRY_2026,negative,,,,,,,,,,,,
5633aaef-b3c5-40c4-96cc-5b713283f9ba,ratings board guess start saying compared resorts ...,3,negative,DISCOUNT,"The review expresses significant dissatisfaction with the resort's cleanliness, service, and food quality, despite some positive aspects like friendly staff and reasonable pricing.","spain, punta cana",SORRY_2026,neutral,,,,,,,,,,,,
289d7f83-aaf9-4e6d-b269-a10f392c022d,travel agent review travel dominican republic rega...,1,negative,DISCOUNT,"The review highlights numerous issues with customer service, cleanliness, and overall experience at the hotel, overshadowing any positive aspects.",dominican republic,SORRY_2026,negative,,,,,,,,,,,,
98c408c1-d9f8-42e8-a791-2326a0c14e88,"4 star, smallest rooms seen, friday 17th february ...",2,negative,DISCOUNT,"The hotel has small rooms and is not as close to the beach as expected, despite some positive aspects like cleanliness and free parking.",tripadvisor,SORRY_2026,negative,,,,,,,,,,,,
893040d6-789e-492d-9a01-2e48718bc58b,"super resort stayed ocean weeks, perfect resort, f...",5,positive,RECOMMENDATION,"The review highlights the resort's excellent amenities, friendly staff, and enjoyable dining experiences.",hilde netherlands,,positive,Malaga,Spain,RAG_Activity_Match,"Beach day, Picasso Museum visit",Bodrum,Turkey,RAG_Activity_Match,"Beach club visit, Boat excursion",Rhodes,Greece,RAG_Activity_Match,"Medieval city tour, Beach day"
812b7019-9aba-4240-a8dd-f17a5fa2588b,"not return stayed hotel mid july bavaro seven, goo...",2,negative,DISCOUNT,"The review highlights several issues with the hotel, including poor food quality, inadequate towel service, and cleanliness concerns, overshadowing the positive aspects of the stay.",,SORRY_2026,negative,,,,,,,,,,,,
130b35fa-a533-4f35-bb57-d2e90433777d,disapointed hotel stayed hotel 2 days november qui...,2,negative,DISCOUNT,"The reviewer expresses disappointment with the hotel's quality and amenities, highlighting several issues that detract from their experience.",,SORRY_2026,negative,,,,,,,,,,,,
eddb0534-475d-4431-8cb4-3c1b731b84e1,bad night little winter snowstorm forced spend nig...,1,negative,DISCOUNT,"The review describes a very disappointing experience at the hotel, highlighting issues with cleanliness, service, and overall dissatisfaction.","marriott, miami",SORRY_2026,negative,,,,,,,,,,,,
1df31342-fb31-4a00-b590-a68bfb1d2a80,clean basic better options stayed mid-jan did n't ...,2,negative,DISCOUNT,"The hotel is described as a depressing and drab place with substandard breakfast and unsociable staff, leading to an overall miserable experience.",,SORRY_2026,negative,,,,,,,,,,,,
e731e265-d08f-4fbc-b4e1-620f6e190935,wonderful experience arrived majestic dec1 1 week ...,4,positive,RECOMMENDATION,"The reviewer had a wonderful experience at the resort, praising the service, food, and overall stay despite some initial confusion with the room category.",dec1 1 week,,positive,Agadir,Morocco,RAG_Activity_Match,"Beach day, Surf lesson",Muscat,Oman,RAG_Activity_Match,"Sultan Qaboos Grand Mosque visit, Beach day",Malaga,Spain,RAG_Activity_Match,"Beach day, Tapas tour"
aaccde67-baa0-4302-99ac-cf5647974122,great stay mother/daughters weekend nyc april 25th...,4,positive,RECOMMENDATION,"The hotel provided a great experience with friendly staff, comfortable rooms, and excellent service.",canada,,positive,Paris,France,RAG_Activity_Match,"Museum visit, Wine tasting",Milan,Italy,RAG_Activity_Match,"Fashion district walk, Duomo rooftop tour",Milan,Italy,RAG_Activity_Match,"Shopping spree, Art gallery visit"
ca3b791e-a354-4d9b-8f45-a12aff617f68,unbelievably bad stayed twice time great refused b...,1,negative,DISCOUNT,"The review describes a series of serious issues during the stay, including unclean rooms, theft, and poor staff response, leading to a ruined experience.",,SORRY_2026,negative,,,,,,,,,,,,
efe629f0-3dbb-4bbf-9938-089f75e07ca2,"nice vacation westin nice clean hotel, rooms spaci...",3,neutral,DISCOUNT,"The review highlights both positive aspects of the hotel, such as cleanliness and spacious rooms, and negative points like crowded pools and expensive dining options.",san juan,SORRY_2026,neutral,,,,,,,,,,,,
82b7604c-f6b9-4292-87fa-0df04581e1a9,"picture perfect, just returned week paris day trip...",4,positive,RECOMMENDATION,"The hotel provided a picture-perfect experience with great accommodations, friendly staff, and a prime location.","inn, brugge belgium, paris",,positive,Paris,France,NER_Location_Match,"Museum visit, Wine tasting",Bruges,Belgium,RAG_Activity_Match,"Canal cruise, Brewery visit",Brussels,Belgium,RAG_Activity_Match,"Chocolate tasting, Beer tour"
25392835-d059-49fc-b5b5-852271d327cd,n't speak spanish n't writing becuase people know ...,1,negative,DISCOUNT,"The review expresses dissatisfaction with language barriers, rude treatment from staff and guests, and poor food quality.",,SORRY_2026,negative,,,,,,,,,,,,
5f0e0faa-f9e1-46b1-805c-17127b158b7c,"new year partner stayed 3 nights new year period, ...",5,positive,RECOMMENDATION,"The hotel offers excellent staff service and a relaxing atmosphere, making it a deserving choice for a stay in Amsterdam.",amsterdam,,positive,Amsterdam,Netherlands,NER_Location_Match,"Canal cruise, Museum visit",Amsterdam,Netherlands,NER_Location_Match,"Cycling tour, Van Gogh Museum visit",Budapest,Hungary,RAG_Activity_Match,"Thermal bath visit, Nightlife tour"
5290fd03-1332-4592-9629-d7785d5fcc20,upgrade outdated arrived given junior suite marrio...,1,negative,DISCOUNT,"The reviewer had a very disappointing experience with an outdated room and poor amenities, leading to a canceled reservation.",marriott,SORRY_2026,negative,,,,,,,,,,,,
1d1c8827-6ab0-4e81-a31a-650614612ba7,"excellent location, location hotel excellent, conv...",4,positive,RECOMMENDATION,"The hotel offers an excellent location, clean and comfortable rooms, and helpful staff, making for a pleasant stay in Boston.",boston,,positive,Brussels,Belgium,RAG_Activity_Match,"Chocolate tasting, Beer tour",Bruges,Belgium,RAG_Activity_Match,"Canal cruise, Brewery visit",Doha,Qatar,RAG_Activity_Match,"Souq Waqif visit, Museum of Islamic Art"
c78201ae-5708-4f76-95eb-33026ecb0787,"drenched sun beauty congratutlations hilton, resor...",5,positive,RECOMMENDATION,"The review praises the Hilton resort for its excellent hospitality, beautiful surroundings, and enjoyable amenities.","phoenix, sedona",,positive,Innsbruck,Austria,RAG_Activity_Match,"Cable car ride, Old Town visit",Santorini,Greece,RAG_Activity_Match,"Wine tasting, Volcano excursion",Pamukkale,Turkey,RAG_Activity_Match,"Thermal pools, Ancient Hierapolis tour"
d15e8ef4-4c87-419b-9210-93fb082e207a,great value great location trip advisor led hotel ...,4,positive,RECOMMENDATION,The hotel offers great value and a friendly atmosphere in a safe and convenient location.,wharf,,positive,Bratislava,Slovakia,RAG_Activity_Match,"Castle tour, Danube walk",Valletta,Malta,RAG_Activity_Match,"Harbor cruise, Historical sites",Valletta,Malta,RAG_Activity_Match,"Harbor cruise, History museum visit"
ec747599-6015-41f1-a574-df565c2d94d5,"great service good rooms worth money, stayed 5 day...",3,positive,RECOMMENDATION,"The hotel offered great service, good rooms, and helpful staff, making the stay enjoyable despite minor issues.",beijing,,neutral,Bucharest,Romania,RAG_Activity_Match,"Palace of Parliament tour, Historic center visit",Sofia,Bulgaria,RAG_Activity_Match,"Rila Monastery day trip, Food tasting",Budapest,Hungary,RAG_Activity_Match,"Thermal bath visit, Nightlife tour"
7385e765-c533-45b4-90d7-3dacd380520c,just little way 7 night stay hotel month ok.the ho...,3,positive,RECOMMENDATION,"The hotel offers clean rooms and an excellent buffet breakfast, though it is somewhat isolated.",,,neutral,Budapest,Hungary,RAG_Activity_Match,"Thermal bath visit, Nightlife tour",Debrecen,Hungary,RAG_Activity_Match,"Thermal bath visit, Local market tour",Doha,Qatar,RAG_Activity_Match,"Souq Waqif visit, Museum of Islamic Art"
eded29f5-455b-4097-9833-5a6ca7a27644,"forget, not stay particularly price paid included ...",2,negative,DISCOUNT,"The review expresses dissatisfaction with the hotel's pricing, service, and amenities, highlighting multiple issues during the stay.","san juan beach, san juan",SORRY_2026,negative,,,,,,,,,,,,
cd0f6ead-ce13-43ce-8d9f-ba5c43dcf4a2,"good breakfast, stayed london nyc 2 nights sharing...",5,positive,RECOMMENDATION,"The review highlights both positive aspects like a good breakfast and comfortable accommodations, as well as negative points such as a small bathroom and poor buffet variety.","london, manhattan",,positive,Frankfurt,Germany,RAG_Activity_Match,"Skyline tour, Museum Embankment visit",Bucharest,Romania,RAG_Activity_Match,"Palace of Parliament tour, Historic center visit",Milan,Italy,RAG_Activity_Match,"Fashion district walk, Duomo rooftop tour"
22c5549f-c418-47f2-bc3f-3e2fac4d42d7,okay short stay lobby hotel gorgeous looks luxurio...,3,neutral,DISCOUNT,"The hotel has a luxurious appearance and good location, but the room is old and breakfast is not included.",inn,SORRY_2026,neutral,,,,,,,,,,,,
f7bdb5e5-6c86-4018-9b0c-a03e6fbd0e54,"reviews read mean spirited, wife booked 2 rooms we...",3,neutral,DISCOUNT,"The hotel experience was average with clean rooms and polite service, but the facilities and overall quality did not meet high expectations.",,SORRY_2026,neutral,,,,,,,,,,,,
4dc5bbd7-65e4-4044-ae8d-0b9172137d08,fine right price vibe located easy walking distanc...,3,neutral,DISCOUNT,"The hotel offers good value for its price and has a clean, comfortable vibe, but there are inconsistencies in service and disappointment regarding the standard rate.",,SORRY_2026,neutral,,,,,,,,,,,,
a61afe9c-5b5e-43a7-91d1-7dc50b61bb61,bit dated benefit hotel location just pedestrian b...,3,neutral,DISCOUNT,"The hotel has a convenient location and decent amenities, but also has several drawbacks that affect the overall experience.",india,SORRY_2026,neutral,,,,,,,,,,,,
4f68e5f3-ba65-4300-a2fe-ff7994cb817a,better expected given so-so reviews marriott modes...,5,positive,RECOMMENDATION,"The hotel exceeded expectations with clean rooms, friendly staff, and a great location, despite some noise and a crowded pool.",marriott,,positive,Monaco,Monaco,RAG_Activity_Match,"Casino visit, Yacht harbor tour",Pisa,Italy,RAG_Activity_Match,"Leaning Tower visit, River walk",Muscat,Oman,RAG_Activity_Match,"Sultan Qaboos Grand Mosque visit, Beach day"
17cc1466-0c9c-4a7b-87f1-fa48a8a4058a,"simply awesome, say wow wow wow, booked circular s...",5,positive,RECOMMENDATION,"The hotel provided an exceptional experience for the couple's anniversary, with outstanding service, beautiful views, and thoughtful amenities.",,,positive,Bilbao,Spain,RAG_Activity_Match,"Guggenheim Museum visit, Food tasting",Paris,France,RAG_Activity_Match,"Museum visit, Wine tasting",Bordeaux,France,RAG_Activity_Match,"Wine château tour, Riverside walk"
96d2729a-ea89-4cb2-80fc-ffc3bf87173b,"great hotel, recently went barcelona days husband ...",4,positive,RECOMMENDATION,"The hotel offers a great location, friendly staff, and a satisfying breakfast, making it a good choice for families visiting Barcelona.","barcelona days, las, catalunya, las ramblas",,positive,Barcelona,Spain,RAG_Activity_Match,"City tour, Nightlife tour, Food tasting",Granada,Spain,RAG_Activity_Match,"Alhambra tour, Tapas crawl",Granada,Spain,RAG_Activity_Match,"Alhambra visit, Flamenco show"
1b27d41a-38e4-408e-b6bb-efdce13b3ec5,"excellent value, resort excellent value money cost...",4,positive,RECOMMENDATION,"The hotel offers excellent value with friendly staff and great accommodations, making it highly recommended for off-site tours.",,,positive,Dubai,United Arab Emirates,RAG_Activity_Match,"Desert safari, Shopping spree",Aqaba,Jordan,RAG_Activity_Match,"Snorkeling, Desert safari",Marrakesh,Morocco,RAG_Activity_Match,"Souk visit, Desert safari"
dca2fc2e-1512-4d9b-8ed4-ac67c42cd510,not bad reviews suggest expecting worst reading re...,3,neutral,DISCOUNT,"The hotel experience was adequate with clean rooms and a good location, but there were some minor annoyances and charges.",new orleans,SORRY_2026,neutral,,,,,,,,,,,,
416b0385-bc0a-4ff8-8970-25fa7a17e3d7,good hotel expensive area looking couple nights sy...,5,positive,RECOMMENDATION,"The hotel offers a great location, clean and spacious rooms, and excellent dining options, despite some parking challenges.",sydney,,positive,Frankfurt,Germany,RAG_Activity_Match,"Skyline tour, Museum Embankment visit",Valletta,Malta,RAG_Activity_Match,"Harbor cruise, Historical sites",Monaco,Monaco,RAG_Activity_Match,"Casino visit, Yacht harbor tour"
495107af-2081-43a6-b8da-997fa9969752,not good respect frequent business traveler seattl...,1,negative,DISCOUNT,"The review expresses significant dissatisfaction with the hotel experience, highlighting issues with service, room conditions, and food quality.",seattle,SORRY_2026,negative,,,,,,,,,,,,
0ef4871f-d3e6-4070-b0f6-f9670b449585,"fantastic location hotel, fourth trip paris hotel ...",5,positive,RECOMMENDATION,"The hotel offers a fantastic location with spacious rooms, helpful staff, and convenient amenities.",paris,,positive,Paris,France,NER_Location_Match,"Museum visit, Wine tasting",Nice,France,RAG_Activity_Match,"Beach day, Museum visit",Toulouse,France,RAG_Activity_Match,"City tour, Food market visit"
4bdb2e38-35cd-4a2e-81b3-2ba336942a65,brilliant break stayed nights wished stayed longer...,5,positive,RECOMMENDATION,"The hotel stay was enjoyable with a modern room, attentive staff, and a convenient location.",,,positive,Budapest,Hungary,RAG_Activity_Match,"Thermal bath visit, Nightlife tour",Pamukkale,Turkey,RAG_Activity_Match,"Thermal pools, Ancient Hierapolis tour",Budapest,Hungary,RAG_Activity_Match,"Thermal bath visit, Ruin bar tour"
216d5329-a1b4-47df-9a6e-68ae5dcaabf9,just ok careful booking room family 4 joined wife ...,2,negative,DISCOUNT,"The review highlights both positive aspects like friendly staff and clean facilities, as well as significant issues with food quality, room conditions, and deceptive booking practices.",la,SORRY_2026,negative,,,,,,,,,,,,
8ee79445-c470-4979-ba7d-0ddffd733adf,not good hotel children just returned hotel myhusb...,2,negative,DISCOUNT,"The hotel was disappointing for families, lacking entertainment for children and being expensive.",,SORRY_2026,negative,,,,,,,,,,,,
c7fa43c9-ccf6-45b7-9dab-86697b4e9e53,"night club hotel, fiancÄe parents stayed hotel a...",1,negative,DISCOUNT,"The hotel experience was marred by excessive noise from the nightclub, poor communication regarding disruptions, and unaccommodating staff attitudes.",,SORRY_2026,negative,,,,,,,,,,,,
6f9bac71-7994-4464-907b-50677150a19d,learned lesson major disappointment used online se...,1,negative,DISCOUNT,"The review expresses significant dissatisfaction with the hotel, highlighting issues with cleanliness, service, and overall condition.","north, inn, ramada",SORRY_2026,negative,,,,,,,,,,,,
87fd3d1b-1e23-4277-ac14-ad41c3cc0f56,millenium hilton nice hotel check awful arrived mi...,2,negative,DISCOUNT,"The review highlights issues with check-in and unhelpful staff, despite mentioning nice rooms and views.",new york,SORRY_2026,negative,,,,,,,,,,,,
a4384449-3ac5-481b-b76e-db432027ae3d,"bed bugs, pictures referenced listing not address ...",1,negative,DISCOUNT,"The review highlights severe issues with bed bugs, poor room conditions, and limited breakfast options, leading to a negative experience.",,SORRY_2026,negative,,,,,,,,,,,,
d4170fa2-e650-4bc0-8584-70cba82c9e5a,stay stayed night tour november 2004. room extreme...,3,negative,DISCOUNT,"The hotel room was extremely small and not centrally located, making the stay uncomfortable despite a good price.",,SORRY_2026,neutral,,,,,,,,,,,,
fb8a2f22-3379-42b5-91e3-2b031be42bd5,not nice place good freshly squeezed fruit juices ...,1,negative,DISCOUNT,"The review expresses significant dissatisfaction with the beach conditions, food quality, and management's lack of responsibility, overshadowing the positive aspects of fresh juices and good rest.",,SORRY_2026,negative,,,,,,,,,,,,
79134a81-d059-48f4-8207-99f60896e5eb,luxurious pricey stay hilton purchased rooms hilto...,3,neutral,DISCOUNT,"The hotel offers luxurious accommodations and a great location, but additional charges for amenities detract from the overall experience.",inn hampton inn,SORRY_2026,neutral,,,,,,,,,,,,
0bd33fe2-584c-4bee-97f6-55c26e6ef7af,worst experience hotel arrived riu naiboa hotel 06...,1,negative,DISCOUNT,"The review describes a severely disappointing experience at the Riu Naiboa hotel, highlighting unsanitary conditions and inadequate service.","size.i, macao",SORRY_2026,negative,,,,,,,,,,,,
16553465-7e44-49a8-b14c-59e8d5c48a3a,texas sexy not trying elitist negative fortunately...,4,positive,RECOMMENDATION,"The review expresses mixed feelings about the hotel, appreciating the accommodations and service while critiquing the overall atmosphere and design.","los angeles, dallas, texas, fonzie",,positive,Beirut,Lebanon,RAG_Activity_Match,"Nightlife tour, Historical sites",Tel Aviv,Israel,RAG_Activity_Match,"Beach day, City tour",Zurich,Switzerland,RAG_Activity_Match,"Lake cruise, Museum visit"
79eb6696-c5e4-4608-9d49-dcd63797aaac,"dump, christmas vacation family brother family, ex...",1,negative,DISCOUNT,"The review expresses significant disappointment with the hotel's conditions, service, and overall experience during a family vacation.",north jersey,SORRY_2026,negative,,,,,,,,,,,,
73ccde94-7fa1-4edd-8294-36f72d8e272a,"marriott frankfurt great hotel business travelers,...",4,positive,RECOMMENDATION,"The Marriott Frankfurt is an excellent choice for business travelers, offering outstanding rooms, convenient location, and great dining options.","marriott, frankfurt",,positive,Frankfurt,Germany,NER_Location_Match,"Skyline tour, Museum Embankment visit",Munich,Germany,RAG_Activity_Match,"Beer garden visit, Historical sites",Cologne,Germany,RAG_Activity_Match,"Cathedral climb, Rhine promenade walk"
82a06007-bce6-48dc-a400-92c0cbc00507,expectations low wife spent 5 days natura park res...,2,negative,DISCOUNT,The review highlights both the beautiful landscape of the resort and issues with tour arrangements and room conditions.,,SORRY_2026,negative,,,,,,,,,,,,
6a8c1c5e-0798-4199-ade6-3dfc0ac4b56d,"hotel nice nothing wrong donatello, nice hotel sta...",4,positive,RECOMMENDATION,"The hotel has nice staff and a pleasant atmosphere, but the neighborhood raises some concerns at night.",,,positive,Milan,Italy,RAG_Activity_Match,"Fashion district walk, Duomo rooftop tour",Pisa,Italy,RAG_Activity_Match,"Leaning Tower visit, River walk",Naples,Italy,RAG_Activity_Match,"Pizza tasting, Historic center walk"
c4e6032f-6679-4c29-ae59-9ddfa9fb9cae,"terrible customer service second stay resort, real...",1,negative,DISCOUNT,The reviewer experienced terrible customer service and does not recommend the hotel.,,SORRY_2026,negative,,,,,,,,,,,,
7545945f-3d11-4adc-a53b-0324c0c90492,nice hotel nice clean hotel staff friendly helpful...,4,positive,RECOMMENDATION,"The hotel has clean rooms and friendly staff, but the breakfast is overpriced and the location is not ideal.",,,positive,Bucharest,Romania,RAG_Activity_Match,"Palace of Parliament tour, Historic center visit",Bucharest,Romania,RAG_Activity_Match,"Palace of Parliament tour, Old Town pub crawl",Sofia,Bulgaria,RAG_Activity_Match,"Rila Monastery day trip, Food tasting"
350490df-2192-4489-9138-8dd95d66b6c1,hotel milano stayed hotel milano nights prior crui...,4,positive,RECOMMENDATION,"The review praises Hotel Milano for its helpful employees, ideal location, and overall great experience.",san juan,,positive,Seville,Spain,RAG_Activity_Match,"Cathedral tour, River cruise",Milan,Italy,RAG_Activity_Match,"Fashion district walk, Duomo rooftop tour",Valletta,Malta,RAG_Activity_Match,"Harbor cruise, Nightlife tour"
e9da205f-af0a-493d-9903-f88483506302,pick better spot stayed 2 nights average hotel pri...,3,negative,DISCOUNT,"The hotel experience was average with small facilities, high prices, and no breakfast included.",,SORRY_2026,neutral,,,,,,,,,,,,
1a3362fe-1551-4b4f-85c3-3deb7420f3a8,big disappointment just come 3 night stay end 2006...,1,negative,DISCOUNT,"The hotel experience was disappointing due to poor service, cramped room conditions, and language barriers, despite a good location.",,SORRY_2026,negative,,,,,,,,,,,,
6ac07b40-d37e-4728-ba7d-74678273296d,touch south beach vieques just returned vieques sp...,4,positive,RECOMMENDATION,"The hotel has a unique art deco style and helpful hosts, but lacks a proper swimming beach and has uncertain dining options.","south beach, vieques",,positive,Valletta,Malta,RAG_Activity_Match,"Harbor cruise, Nightlife tour",Valencia,Spain,RAG_Activity_Match,"City of Arts and Sciences visit, Beach day",Mykonos,Greece,RAG_Activity_Match,"Beach party, Boutique shopping"
34a977f8-0c3d-4872-8a21-951385099521,"disceiving booked room 3 days, regret husband look...",2,negative,DISCOUNT,"The reviewer had a disappointing experience due to cleanliness issues, uncomfortable accommodations, and safety concerns.",,SORRY_2026,negative,,,,,,,,,,,,
4870fbec-e786-419b-8627-24e376b23477,loved ilerostar bavaro wow holiday stayed weeks en...,5,positive,RECOMMENDATION,"The reviewer had a fantastic experience at Ilerostar Bavaro, praising the cleanliness, friendly staff, and enjoyable amenities.",punta cana,,positive,Split,Croatia,RAG_Activity_Match,"Island hopping, Historical sites",Bodrum,Turkey,RAG_Activity_Match,"Beach club visit, Boat excursion",Varna,Bulgaria,RAG_Activity_Match,"Beach day, Nightlife tour"
bcee7031-4b16-4fc2-b100-f41ba05c4aae,great hotel stolen camera bitter sweet review husb...,2,negative,DISCOUNT,"The review describes a honeymoon experience at a beautiful hotel that was marred by the theft of a camera, leading to a negative overall impression despite some positive aspects.",,SORRY_2026,negative,,,,,,,,,,,,
382473c1-10b7-4f7a-ba4c-a84c535605ca,great hotel avenue hotela short walk station main ...,5,positive,RECOMMENDATION,"The hotel offers a great location, comfortable and clean rooms, and a friendly staff, making it an excellent choice for a short break.",,,positive,Frankfurt,Germany,RAG_Activity_Match,"Skyline tour, Museum Embankment visit",Budapest,Hungary,RAG_Activity_Match,"Thermal bath visit, Nightlife tour",Innsbruck,Austria,RAG_Activity_Match,"Cable car ride, Old Town visit"
1917ee3f-dabf-4b3e-9f5a-513cc7c8c164,great boutique hotel stayed lot london hotels grea...,5,positive,RECOMMENDATION,"The hotel is a great boutique option with luxurious rooms, excellent service, and a fantastic location.",london,,positive,Brussels,Belgium,RAG_Activity_Match,"Chocolate tasting, Beer tour",Paris,France,RAG_Activity_Match,"Museum visit, Wine tasting",Bruges,Belgium,RAG_Activity_Match,"Canal cruise, Brewery visit"
17f3e799-c941-4550-a45d-2d666a1515aa,ruined romantic weekend planned romantic weekend d...,1,negative,DISCOUNT,"The romantic weekend was ruined by multiple issues including cleanliness, delivery mistakes, and disturbing intrusions.",dauphine orleans,SORRY_2026,negative,,,,,,,,,,,,
c7d9c620-0d02-43cc-be10-9b735c830b92,"worst hotel, inside letter hotel, no reply april 1...",1,negative,DISCOUNT,"The reviewer had a highly dissatisfied experience at the hotel, citing numerous maintenance issues and overall poor quality.",,SORRY_2026,negative,,,,,,,,,,,,
